Ticket_ID,Customer_ID,Ticket_Date,Issue_Type,Priority,Resolution_Days,Satisfaction_Score,Contact_Channel
TKT002374,CUST03032,2025-12-30,Cancellation,Low,4,4.0,App
TKT002375,CUST03032,2025-12-18,Other,High,2,3.0,App
TKT002376,CUST03033,2025-12-24,Technical,Low,5,4.0,Email
TKT002377,CUST03033,2026-06-09,Technical,Low,2,4.0,Chat
TKT002378,CUST03033,2025-03-03,Other,Low,3,4.0,Email
TKT002379,CUST03036,2026-05-14,Connectivity,Low,3,5.0,Email
TKT002380,CUST03037,2026-05-08,Cancellation,High,8,5.0,Phone
TKT002381,CUST03038,2026-05-07,Plan Change,High,3,3.0,Chat
TKT002382,CUST03040,2026-02-18,Plan Change,Low,8,4.0,Chat
TKT002383,CUST03041,2026-05-29,Cancellation,Medium,1,4.0,Phone
TKT002384,CUST03042,2025-11-24,Connectivity,Medium,2,3.0,App
TKT002385,CUST03043,2026-03-11,Connectivity,Medium,2,4.0,Phone
TKT002386,CUST03044,2026-05-29,Plan Change,Low,2,5.0,Phone
TKT002387,CUST03046,2026-04-13,Billing,Low,4,4.0,Chat
TKT002388,CUST03046,2025-05-04,Billing,Medium,3,3.0,Chat
TKT002389,CUST03047,2026-04-25,Plan Change,Low,7,5.0,Email
TKT002390,CUST03050,2025-07-10,Technical,High,8,4.0,Phone
TKT002391,CUST03050,2026-01-25,Billing,Low,2,4.0,Phone
TKT002392,CUST03051,2026-05-29,Connectivity,High,2,4.0,Phone
TKT002393,CUST03052,2025-09-21,Billing,Low,2,2.0,Phone
TKT002394,CUST03052,2025-11-28,Billing,Low,2,2.0,Phone
TKT002395,CUST03054,2025-09-03,Plan Change,Low,5,4.0,Chat
TKT002396,CUST03057,2025-03-25,Technical,Low,3,5.0,Email
TKT002397,CUST03057,2025-09-24,Connectivity,Low,3,5.0,Email
TKT002398,CUST03058,2025-01-17,Technical,High,6,3.0,App
TKT002399,CUST03061,2026-06-09,Cancellation,Medium,2,3.0,App
TKT002400,CUST03062,2025-12-10,Connectivity,Low,2,2.0,App
TKT002401,CUST03066,2026-05-04,Plan Change,Medium,4,4.0,Chat
TKT002402,CUST03066,2026-03-31,Billing,Medium,4,4.0,App
TKT002403,CUST03066,2025-12-28,Connectivity,Low,4,3.0,Phone
TKT002404,CUST03066,2025-09-24,Plan Change,Low,1,3.0,App
TKT002405,CUST03067,2026-05-30,Billing,Medium,3,4.0,Email
TKT002406,CUST03068,2026-01-30,Plan Change,High,5,2.0,Phone
TKT002407,CUST03069,2026-04-17,Plan Change,Low,4,4.0,Email
TKT002408,CUST03070,2026-02-17,Cancellation,Medium,2,3.0,Chat
TKT002409,CUST03070,2026-04-11,Plan Change,Low,3,5.0,Email
TKT002410,CUST03072,2025-11-11,Other,Low,7,4.0,App
TKT002411,CUST03074,2025-12-17,Other,High,5,2.0,App
TKT002412,CUST03077,2026-04-06,Plan Change,Low,3,4.0,Email
TKT002413,CUST03078,2025-07-12,Plan Change,High,1,3.0,Chat
TKT002414,CUST03078,2025-08-07,Other,Low,1,4.0,App
TKT002415,CUST03079,2025-12-21,Other,Medium,3,5.0,Phone
TKT002416,CUST03080,2026-06-12,Cancellation,Medium,2,3.0,Phone
TKT002417,CUST03081,2025-02-16,Connectivity,Low,1,3.0,App
TKT002418,CUST03086,2025-11-16,Cancellation,High,2,4.0,App
TKT002419,CUST03087,2026-03-20,Connectivity,Medium,3,4.0,Chat
TKT002420,CUST03088,2025-11-10,Cancellation,Medium,10,4.0,Chat
TKT002421,CUST03092,2025-10-18,Cancellation,Medium,3,4.0,Email
TKT002422,CUST03095,2026-04-09,Other,Low,15,4.0,Phone
TKT002423,CUST03096,2025-08-21,Plan Change,Low,3,4.0,App
TKT002424,CUST03097,2025-11-16,Other,High,3,2.0,Chat
TKT002425,CUST03097,2025-06-11,Cancellation,Low,5,2.0,App
TKT002426,CUST03104,2026-02-22,Cancellation,Medium,3,5.0,Phone
TKT002427,CUST03104,2026-05-31,Billing,Low,7,4.0,App
TKT002428,CUST03106,2025-11-01,Cancellation,Low,6,5.0,App
TKT002429,CUST03108,2026-03-30,Plan Change,Low,3,5.0,Email
TKT002430,CUST03108,2026-04-03,Connectivity,Low,3,5.0,App
TKT002431,CUST03110,2025-08-14,Billing,Medium,2,3.0,Phone
TKT002432,CUST03112,2024-12-18,Cancellation,Low,2,5.0,Phone
TKT002433,CUST03113,2026-02-03,Plan Change,High,3,2.0,Chat
TKT002434,CUST03115,2025-12-06,Cancellation,Medium,2,5.0,Phone
TKT002435,CUST03116,2026-03-24,Cancellation,Medium,5,5.0,Chat
TKT002436,CUST03117,2025-07-31,Plan Change,Medium,1,4.0,Chat
TKT002437,CUST03121,2026-05-17,Cancellation,Medium,8,3.0,App
TKT002438,CUST03122,2025-12-08,Plan Change,Low,2,4.0,Email
TKT002439,CUST03125,2025-10-30,Cancellation,Medium,1,4.0,Chat
TKT002440,CUST03126,2026-03-18,Cancellation,Low,2,3.0,Email
TKT002441,CUST03126,2026-02-05,Other,Low,3,3.0,App
TKT002442,CUST03127,2026-02-14,Connectivity,Low,2,4.0,Email
TKT002443,CUST03127,2026-02-10,Connectivity,Low,1,2.0,Phone
TKT002444,CUST03127,2026-03-01,Other,Low,4,2.0,Phone
TKT002445,CUST03131,2026-04-09,Other,Low,2,4.0,Chat
TKT002446,CUST03132,2025-11-06,Connectivity,Low,6,3.0,App
TKT002447,CUST03133,2026-05-22,Billing,Medium,3,4.0,Phone
TKT002448,CUST03135,2024-11-13,Technical,Low,4,3.0,Chat
TKT002449,CUST03135,2026-05-14,Cancellation,Low,9,4.0,Phone
TKT002450,CUST03136,2026-05-16,Technical,Low,5,5.0,App
TKT002451,CUST03137,2025-11-20,Billing,High,2,2.0,Email
TKT002452,CUST03137,2025-03-01,Billing,Low,5,3.0,Chat
TKT002453,CUST03141,2025-04-18,Plan Change,Low,1,4.0,Email
TKT002454,CUST03142,2026-05-25,Billing,High,3,2.0,Phone
TKT002455,CUST03144,2025-02-20,Technical,Medium,4,3.0,App
TKT002456,CUST03145,2025-12-13,Plan Change,Low,4,4.0,Email
TKT002457,CUST03148,2026-02-22,Cancellation,Low,4,5.0,Chat
TKT002458,CUST03149,2026-03-28,Other,Low,1,5.0,App
TKT002459,CUST03150,2025-08-11,Cancellation,Low,6,5.0,Email
TKT002460,CUST03152,2025-10-01,Other,Low,5,4.0,Chat
TKT002461,CUST03155,2026-04-02,Plan Change,Medium,3,2.0,App
TKT002462,CUST03155,2026-04-19,Billing,Low,1,4.0,Email
TKT002463,CUST03156,2024-12-09,Cancellation,Medium,4,3.0,Chat
TKT002464,CUST03156,2024-12-25,Technical,High,2,3.0,App
TKT002465,CUST03158,2026-02-28,Connectivity,Low,1,4.0,App
TKT002466,CUST03158,2025-08-26,Technical,Medium,3,4.0,App
TKT002467,CUST03159,2025-12-03,Plan Change,Low,5,3.0,Phone
TKT002468,CUST03160,2025-12-16,Billing,High,7,4.0,Email
TKT002469,CUST03161,2025-10-06,Other,Low,4,4.0,Email
TKT002470,CUST03165,2026-03-11,Plan Change,Low,3,2.0,Email
TKT002471,CUST03165,2026-01-25,Cancellation,Low,5,3.0,Chat
TKT002472,CUST03166,2025-07-16,Other,Low,2,4.0,App
TKT002473,CUST03167,2025-02-06,Cancellation,Medium,1,5.0,App
TKT002474,CUST03168,2026-02-18,Plan Change,Low,4,3.0,App
TKT002475,CUST03168,2025-10-27,Cancellation,Medium,3,3.0,App
TKT002476,CUST03171,2025-08-14,Plan Change,High,3,3.0,Chat
TKT002477,CUST03171,2026-01-05,Other,Low,1,5.0,Email
TKT002478,CUST03172,2025-11-03,Connectivity,Low,2,3.0,Chat
TKT002479,CUST03173,2026-04-09,Connectivity,Medium,7,3.0,Phone
TKT002480,CUST03174,2025-12-24,Billing,Low,4,3.0,Phone
TKT002481,CUST03175,2025-04-22,Billing,Medium,4,2.0,Phone
TKT002482,CUST03175,2026-01-02,Billing,Medium,1,4.0,Email
TKT002483,CUST03177,2025-12-04,Plan Change,High,7,3.0,Email
TKT002484,CUST03179,2025-12-16,Cancellation,Low,3,5.0,App
TKT002485,CUST03180,2025-02-19,Plan Change,Low,2,3.0,Email
TKT002486,CUST03181,2025-10-08,Plan Change,High,1,1.0,App
TKT002487,CUST03181,2025-01-31,Plan Change,Low,3,3.0,App
TKT002488,CUST03183,2025-09-02,Other,Medium,3,4.0,App
TKT002489,CUST03184,2025-04-05,Billing,Low,2,5.0,Chat
TKT002490,CUST03186,2026-02-09,Connectivity,Medium,7,4.0,Phone
TKT002491,CUST03188,2025-12-07,Billing,Medium,1,4.0,Email
TKT002492,CUST03188,2025-04-02,Billing,Medium,7,3.0,Chat
TKT002493,CUST03189,2025-12-02,Billing,Medium,3,4.0,Phone
TKT002494,CUST03193,2026-04-26,Cancellation,Medium,4,4.0,Phone
TKT002495,CUST03193,2026-01-22,Plan Change,Low,4,4.0,App
TKT002496,CUST03193,2026-06-21,Technical,Low,3,5.0,Email
TKT002497,CUST03194,2025-01-03,Connectivity,Low,3,4.0,Email
TKT002498,CUST03194,2026-04-07,Technical,Low,4,3.0,Phone
TKT002499,CUST03194,2024-08-18,Technical,Medium,2,4.0,App
TKT002500,CUST03194,2024-08-19,Plan Change,Low,5,3.0,App
TKT002501,CUST03195,2026-03-30,Billing,Medium,12,2.0,App
TKT002502,CUST03195,2025-08-10,Cancellation,Low,3,2.0,Email
TKT002503,CUST03198,2025-10-19,Other,Low,4,4.0,Chat
TKT002504,CUST03199,2025-06-07,Other,Medium,5,5.0,Chat
TKT002505,CUST03199,2025-07-18,Technical,Low,1,4.0,App
TKT002506,CUST03199,2025-11-08,Cancellation,High,4,2.0,Chat
TKT002507,CUST03201,2026-03-08,Technical,Low,9,2.0,App
TKT002508,CUST03202,2025-08-13,Plan Change,Medium,2,3.0,Phone
TKT002509,CUST03202,2025-11-09,Connectivity,Low,2,3.0,Email
TKT002510,CUST03202,2026-02-25,Other,Medium,3,4.0,Chat
TKT002511,CUST03204,2025-12-02,Technical,Low,2,3.0,App
TKT002512,CUST03205,2026-04-30,Billing,Medium,6,5.0,Chat
TKT002513,CUST03205,2025-12-23,Technical,Low,2,2.0,Email
TKT002514,CUST03206,2025-12-09,Technical,Low,2,4.0,Email
TKT002515,CUST03207,2025-12-06,Plan Change,Medium,4,5.0,Email
TKT002516,CUST03207,2025-12-17,Cancellation,Low,2,4.0,Phone
TKT002517,CUST03207,2025-11-18,Cancellation,Medium,5,4.0,Chat
TKT002518,CUST03207,2025-12-03,Billing,High,1,2.0,Chat
TKT002519,CUST03210,2024-11-04,Cancellation,Low,2,4.0,Phone
TKT002520,CUST03213,2025-05-05,Connectivity,Medium,1,4.0,Phone
TKT002521,CUST03214,2025-12-30,Plan Change,Medium,5,3.0,App
TKT002522,CUST03216,2024-04-15,Cancellation,Low,4,3.0,Phone
TKT002523,CUST03218,2026-05-05,Technical,Low,5,4.0,Chat
TKT002524,CUST03218,2026-05-22,Cancellation,Low,3,2.0,Email
TKT002525,CUST03219,2026-01-24,Connectivity,Low,5,2.0,Chat
TKT002526,CUST03226,2026-04-14,Billing,Medium,1,4.0,Chat
TKT002527,CUST03226,2026-05-20,Technical,High,1,3.0,App
TKT002528,CUST03227,2026-03-13,Other,Low,3,5.0,Chat
TKT002529,CUST03228,2026-01-08,Connectivity,Medium,2,5.0,Phone
TKT002530,CUST03229,2026-04-24,Other,Low,3,4.0,Chat
TKT002531,CUST03230,2025-12-19,Cancellation,Medium,1,4.0,Chat
TKT002532,CUST03230,2026-06-14,Cancellation,Low,4,5.0,Phone
TKT002533,CUST03231,2026-04-21,Plan Change,Low,1,3.0,Phone
TKT002534,CUST03235,2026-04-29,Other,Medium,2,3.0,Chat
TKT002535,CUST03236,2026-01-28,Connectivity,Low,4,5.0,App
TKT002536,CUST03237,2025-08-04,Technical,Low,9,4.0,Email
TKT002537,CUST03240,2026-01-26,Billing,Low,1,5.0,Email
TKT002538,CUST03241,2025-10-09,Plan Change,Medium,2,3.0,App
TKT002539,CUST03241,2025-07-10,Cancellation,Medium,2,4.0,Chat
TKT002540,CUST03246,2026-01-23,Other,High,5,2.0,Chat
TKT002541,CUST03248,2026-01-05,Billing,Low,4,3.0,App
TKT002542,CUST03253,2025-09-22,Billing,High,5,3.0,App
TKT002543,CUST03254,2025-11-25,Plan Change,Medium,1,3.0,Email
TKT002544,CUST03258,2025-10-30,Connectivity,Medium,2,5.0,App
TKT002545,CUST03264,2025-11-09,Cancellation,Medium,3,4.0,Chat
TKT002546,CUST03265,2025-12-09,Billing,Medium,1,3.0,App
TKT002547,CUST03265,2026-03-08,Connectivity,Low,1,2.0,Email
TKT002548,CUST03266,2026-01-13,Plan Change,Medium,2,3.0,Phone
TKT002549,CUST03267,2026-05-11,Other,Low,4,2.0,Chat
TKT002550,CUST03269,2024-10-16,Technical,Low,3,5.0,Chat
TKT002551,CUST03269,2026-03-30,Billing,Low,2,3.0,Phone
TKT002552,CUST03269,2025-04-03,Connectivity,Medium,7,4.0,App
TKT002553,CUST03270,2026-04-05,Technical,Low,6,3.0,Phone
TKT002554,CUST03271,2025-02-07,Connectivity,High,3,3.0,App
TKT002555,CUST03271,2025-12-19,Technical,Low,4,4.0,Chat
TKT002556,CUST03272,2026-05-18,Plan Change,Medium,3,3.0,Chat
TKT002557,CUST03273,2026-03-08,Technical,High,3,2.0,Email
TKT002558,CUST03273,2026-05-17,Connectivity,Medium,4,4.0,Chat
TKT002559,CUST03274,2025-08-29,Plan Change,Low,13,3.0,Email
TKT002560,CUST03274,2025-12-16,Connectivity,Low,2,3.0,App
TKT002561,CUST03275,2026-03-14,Plan Change,Low,1,5.0,Chat
TKT002562,CUST03275,2025-11-19,Connectivity,Low,8,4.0,Email
TKT002563,CUST03281,2025-08-23,Technical,Low,3,4.0,Phone
TKT002564,CUST03281,2025-08-30,Billing,Low,2,3.0,Email
TKT002565,CUST03282,2025-09-25,Cancellation,Low,3,5.0,App
TKT002566,CUST03283,2025-12-29,Technical,Low,5,3.0,Email
TKT002567,CUST03283,2025-05-11,Connectivity,Low,4,4.0,App
TKT002568,CUST03284,2026-06-06,Plan Change,High,2,4.0,Email
TKT002569,CUST03285,2024-12-30,Cancellation,Low,4,4.0,App
TKT002570,CUST03285,2025-04-28,Plan Change,High,4,4.0,Phone
TKT002571,CUST03287,2025-12-23,Plan Change,Low,3,3.0,Email
TKT002572,CUST03287,2026-03-12,Cancellation,Low,4,3.0,Phone
TKT002573,CUST03288,2025-08-14,Other,Low,3,4.0,Email
TKT002574,CUST03290,2025-12-25,Technical,Medium,3,4.0,App
TKT002575,CUST03290,2026-01-11,Billing,Low,5,3.0,Email
TKT002576,CUST03291,2025-02-25,Connectivity,Low,3,4.0,Email
TKT002577,CUST03291,2025-05-05,Billing,Medium,6,4.0,Phone
TKT002578,CUST03293,2026-03-17,Other,High,4,3.0,Phone
TKT002579,CUST03293,2025-12-13,Plan Change,Low,26,4.0,App
TKT002580,CUST03293,2026-01-11,Plan Change,Low,5,3.0,App
TKT002581,CUST03298,2025-08-09,Other,Medium,3,4.0,Email
TKT002582,CUST03302,2026-03-02,Cancellation,Low,3,3.0,Phone
TKT002583,CUST03302,2026-04-06,Billing,Low,2,4.0,Email
TKT002584,CUST03304,2024-03-18,Cancellation,High,4,3.0,Chat
TKT002585,CUST03305,2026-06-07,Connectivity,Low,1,3.0,Email
TKT002586,CUST03306,2026-03-15,Cancellation,High,3,2.0,App
TKT002587,CUST03307,2025-09-14,Billing,Medium,5,4.0,Email
TKT002588,CUST03310,2025-10-09,Technical,Medium,4,3.0,Phone
TKT002589,CUST03314,2025-03-27,Other,Low,6,3.0,App
TKT002590,CUST03314,2025-05-07,Cancellation,Low,1,3.0,Phone
TKT002591,CUST03317,2024-11-30,Other,Low,2,4.0,Email
TKT002592,CUST03317,2024-10-27,Other,Low,3,5.0,Phone
TKT002593,CUST03318,2025-11-16,Cancellation,High,4,5.0,App
TKT002594,CUST03319,2026-05-07,Connectivity,Medium,1,2.0,App
TKT002595,CUST03322,2026-01-02,Plan Change,Medium,3,2.0,Chat
TKT002596,CUST03324,2026-05-15,Cancellation,Low,6,3.0,Chat
TKT002597,CUST03325,2025-10-09,Technical,Low,6,4.0,App
TKT002598,CUST03325,2024-09-15,Technical,Low,2,4.0,Chat
TKT002599,CUST03329,2026-04-30,Technical,Low,5,4.0,Email
TKT002600,CUST03329,2026-02-08,Technical,Low,5,5.0,App
TKT002601,CUST03329,2025-02-28,Connectivity,High,1,4.0,App
TKT002602,CUST03330,2026-03-06,Other,Low,2,3.0,Chat
TKT002603,CUST03332,2025-04-23,Billing,Low,2,4.0,Phone
TKT002604,CUST03332,2025-03-28,Connectivity,Medium,2,5.0,App
TKT002605,CUST03333,2025-03-15,Technical,Low,6,5.0,Chat
TKT002606,CUST03333,2025-02-23,Plan Change,Low,1,5.0,App
TKT002607,CUST03334,2024-08-16,Other,Medium,1,5.0,Chat
TKT002608,CUST03334,2026-03-01,Plan Change,Medium,4,4.0,App
TKT002609,CUST03335,2026-05-08,Other,Low,3,4.0,Phone
TKT002610,CUST03335,2026-05-21,Plan Change,Low,3,3.0,Phone
TKT002611,CUST03338,2025-06-29,Plan Change,Low,2,4.0,Email
TKT002612,CUST03338,2025-09-25,Other,Medium,3,5.0,App
TKT002613,CUST03340,2026-04-24,Other,Low,5,3.0,App
TKT002614,CUST03341,2025-03-21,Plan Change,Medium,5,5.0,Phone
TKT002615,CUST03343,2025-11-03,Plan Change,Low,3,4.0,Email
TKT002616,CUST03343,2024-05-23,Cancellation,Medium,1,5.0,Chat
TKT002617,CUST03344,2026-01-14,Other,Medium,2,4.0,Chat
TKT002618,CUST03345,2025-07-01,Plan Change,Low,3,5.0,Email
TKT002619,CUST03345,2026-02-05,Billing,Low,3,3.0,Phone
TKT002620,CUST03346,2026-05-17,Cancellation,Low,6,3.0,Email
TKT002621,CUST03348,2025-10-20,Technical,Medium,2,5.0,App
TKT002622,CUST03348,2026-01-09,Other,Low,6,4.0,Email
TKT002623,CUST03349,2025-09-19,Plan Change,Low,2,3.0,Phone
TKT002624,CUST03351,2026-05-05,Plan Change,Medium,1,5.0,App
TKT002625,CUST03353,2026-02-17,Technical,Medium,2,4.0,Phone
TKT002626,CUST03353,2025-07-20,Connectivity,Medium,3,4.0,Phone
TKT002627,CUST03353,2025-07-24,Connectivity,Low,5,4.0,App
TKT002628,CUST03354,2025-08-29,Billing,Low,2,3.0,Chat
TKT002629,CUST03354,2026-02-16,Cancellation,Medium,2,4.0,Chat
TKT002630,CUST03356,2025-03-31,Cancellation,Low,7,2.0,Email
TKT002631,CUST03364,2024-06-20,Technical,Low,5,4.0,Phone
TKT002632,CUST03367,2026-02-28,Plan Change,Low,6,2.0,App
TKT002633,CUST03371,2025-09-26,Connectivity,Medium,1,4.0,App
TKT002634,CUST03372,2026-04-26,Cancellation,Medium,5,4.0,Email
TKT002635,CUST03373,2026-01-25,Connectivity,Low,8,3.0,Email
TKT002636,CUST03375,2026-04-01,Cancellation,Low,4,3.0,App
TKT002637,CUST03378,2026-04-10,Cancellation,Low,4,5.0,Phone
TKT002638,CUST03381,2025-10-01,Connectivity,Low,4,4.0,Email
TKT002639,CUST03381,2025-07-26,Connectivity,Low,4,2.0,Phone
TKT002640,CUST03382,2026-06-08,Technical,Medium,2,4.0,Email
TKT002641,CUST03383,2026-03-22,Connectivity,Low,1,4.0,Phone
TKT002642,CUST03386,2026-02-15,Billing,High,6,2.0,App
TKT002643,CUST03387,2026-05-18,Connectivity,Medium,1,4.0,Phone
TKT002644,CUST03387,2025-05-17,Billing,Medium,4,4.0,Email
TKT002645,CUST03387,2026-01-21,Cancellation,Low,7,4.0,App
TKT002646,CUST03387,2025-02-01,Other,Low,2,5.0,Chat
TKT002647,CUST03387,2025-10-24,Connectivity,Medium,2,3.0,Phone
TKT002648,CUST03388,2024-05-05,Plan Change,Low,16,5.0,App
TKT002649,CUST03389,2026-02-18,Technical,Medium,2,4.0,App
TKT002650,CUST03391,2024-12-11,Plan Change,Low,1,4.0,Phone
TKT002651,CUST03392,2026-05-09,Connectivity,High,6,4.0,App
TKT002652,CUST03393,2024-07-26,Plan Change,Low,2,3.0,Phone
TKT002653,CUST03393,2025-03-04,Cancellation,Medium,3,4.0,Phone
TKT002654,CUST03395,2026-03-24,Plan Change,Medium,2,4.0,App
TKT002655,CUST03399,2024-10-21,Plan Change,Low,3,3.0,Email
TKT002656,CUST03399,2024-11-07,Billing,Low,6,5.0,Email
TKT002657,CUST03400,2025-09-14,Billing,Low,2,2.0,Phone
TKT002658,CUST03403,2025-08-11,Connectivity,High,2,4.0,App
TKT002659,CUST03404,2025-11-01,Cancellation,Medium,2,4.0,Chat
TKT002660,CUST03407,2025-07-03,Billing,Medium,1,5.0,Chat
TKT002661,CUST03408,2025-12-16,Connectivity,Low,5,3.0,Email
TKT002662,CUST03410,2025-09-13,Plan Change,Low,8,4.0,Chat
TKT002663,CUST03410,2026-05-25,Plan Change,Medium,2,3.0,Chat
TKT002664,CUST03410,2026-01-21,Billing,High,5,3.0,Phone
TKT002665,CUST03411,2025-08-26,Billing,High,6,2.0,Phone
TKT002666,CUST03413,2026-06-14,Connectivity,Low,4,4.0,Chat
TKT002667,CUST03415,2026-05-15,Cancellation,Low,5,3.0,Email
TKT002668,CUST03416,2025-11-20,Technical,Low,2,4.0,Phone
TKT002669,CUST03416,2026-04-12,Cancellation,Low,3,4.0,Email
TKT002670,CUST03418,2025-02-16,Plan Change,Low,5,5.0,Phone
TKT002671,CUST03421,2025-07-04,Other,Low,4,4.0,Email
TKT002672,CUST03421,2025-12-11,Connectivity,Low,1,4.0,Phone
TKT002673,CUST03422,2024-09-18,Plan Change,Low,3,4.0,App
TKT002674,CUST03424,2026-04-22,Connectivity,Low,1,4.0,Phone
TKT002675,CUST03425,2025-10-08,Plan Change,Low,3,4.0,Email
TKT002676,CUST03426,2025-12-10,Technical,Low,1,4.0,Phone
TKT002677,CUST03427,2025-02-11,Cancellation,Low,3,5.0,Email
TKT002678,CUST03429,2025-09-17,Plan Change,High,6,4.0,Email
TKT002679,CUST03433,2026-01-17,Plan Change,Medium,2,5.0,Email
TKT002680,CUST03434,2025-10-05,Connectivity,Medium,5,3.0,Email
TKT002681,CUST03434,2026-05-11,Cancellation,Low,8,3.0,Email
TKT002682,CUST03436,2025-02-24,Connectivity,Low,9,4.0,App
TKT002683,CUST03437,2024-08-11,Plan Change,Medium,3,3.0,Phone
TKT002684,CUST03437,2024-11-17,Cancellation,Low,4,3.0,Phone
TKT002685,CUST03438,2025-01-07,Plan Change,Low,7,4.0,App
TKT002686,CUST03440,2025-12-19,Technical,Low,4,4.0,Email
TKT002687,CUST03442,2026-03-09,Cancellation,High,2,3.0,Chat
TKT002688,CUST03442,2026-04-17,Other,Medium,3,4.0,Phone
TKT002689,CUST03442,2026-01-20,Cancellation,Medium,2,4.0,Chat
TKT002690,CUST03443,2026-03-23,Technical,Low,8,3.0,Phone
TKT002691,CUST03444,2025-06-15,Plan Change,Low,4,3.0,App
TKT002692,CUST03445,2025-12-29,Other,High,6,3.0,App
TKT002693,CUST03445,2025-03-09,Connectivity,Medium,3,3.0,Phone
TKT002694,CUST03445,2024-09-08,Billing,Low,8,3.0,Chat
TKT002695,CUST03449,2026-02-06,Billing,Low,6,3.0,Email
TKT002696,CUST03449,2026-06-14,Billing,Low,4,4.0,Chat
TKT002697,CUST03450,2026-05-09,Billing,Medium,11,3.0,App
TKT002698,CUST03451,2025-11-15,Connectivity,Low,10,3.0,Chat
TKT002699,CUST03451,2025-11-19,Plan Change,Medium,1,4.0,Chat
TKT002700,CUST03452,2026-05-17,Billing,Medium,1,4.0,Phone
TKT002701,CUST03454,2026-02-21,Other,Low,1,3.0,Chat
TKT002702,CUST03455,2026-01-31,Other,Low,2,4.0,Chat
TKT002703,CUST03456,2026-03-25,Cancellation,Medium,2,3.0,App
TKT002704,CUST03458,2026-01-01,Plan Change,Low,6,2.0,Chat
TKT002705,CUST03458,2025-09-26,Cancellation,Medium,2,5.0,Email
TKT002706,CUST03459,2025-07-13,Connectivity,Low,3,3.0,App
TKT002707,CUST03460,2026-06-14,Billing,Low,4,3.0,App
TKT002708,CUST03461,2025-11-01,Other,Low,2,4.0,Email
TKT002709,CUST03462,2025-11-27,Cancellation,Low,2,4.0,Phone
TKT002710,CUST03464,2025-12-11,Billing,Medium,1,3.0,Email
TKT002711,CUST03465,2026-04-06,Plan Change,Low,4,4.0,Chat
TKT002712,CUST03467,2026-03-16,Other,Low,2,4.0,App
TKT002713,CUST03468,2025-08-10,Technical,Medium,4,2.0,Email
TKT002714,CUST03470,2026-04-07,Plan Change,Low,5,3.0,App
TKT002715,CUST03470,2025-11-18,Technical,Medium,4,3.0,Chat
TKT002716,CUST03472,2025-03-17,Billing,High,4,3.0,Phone
TKT002717,CUST03472,2024-10-20,Cancellation,Low,6,5.0,Chat
TKT002718,CUST03472,2026-04-04,Technical,High,2,3.0,Phone
TKT002719,CUST03472,2024-12-27,Connectivity,Low,2,4.0,App
TKT002720,CUST03472,2025-02-06,Billing,Low,6,2.0,Chat
TKT002721,CUST03473,2025-01-27,Plan Change,Medium,6,4.0,Chat
TKT002722,CUST03474,2025-03-03,Other,Low,3,3.0,Phone
TKT002723,CUST03474,2025-09-10,Other,Low,5,4.0,Chat
TKT002724,CUST03476,2025-12-29,Technical,Low,6,4.0,App
TKT002725,CUST03485,2025-12-19,Billing,Medium,5,3.0,Phone
TKT002726,CUST03487,2025-03-20,Connectivity,Medium,3,3.0,Phone
TKT002727,CUST03490,2026-04-17,Connectivity,Low,3,3.0,Email
TKT002728,CUST03491,2026-01-07,Technical,Medium,9,3.0,App
TKT002729,CUST03492,2026-05-31,Other,Low,2,4.0,Email
TKT002730,CUST03494,2025-05-20,Billing,Medium,3,4.0,Email
TKT002731,CUST03496,2026-03-09,Billing,High,2,2.0,Phone
TKT002732,CUST03496,2026-03-06,Other,Medium,8,4.0,Email
TKT002733,CUST03501,2025-10-26,Billing,Medium,3,3.0,Chat
TKT002734,CUST03502,2026-03-28,Billing,Low,3,4.0,Chat
TKT002735,CUST03505,2025-10-11,Other,Medium,1,4.0,Chat
TKT002736,CUST03505,2025-03-15,Cancellation,Low,3,4.0,Phone
TKT002737,CUST03507,2024-08-04,Plan Change,Medium,4,3.0,Email
TKT002738,CUST03512,2025-03-04,Plan Change,Low,9,3.0,Phone
TKT002739,CUST03513,2025-07-28,Plan Change,Medium,5,5.0,Email
TKT002740,CUST03513,2026-06-19,Billing,Medium,1,2.0,Chat
TKT002741,CUST03516,2026-01-09,Cancellation,Medium,2,3.0,App
TKT002742,CUST03516,2026-04-16,Technical,Low,7,5.0,Email
TKT002743,CUST03516,2026-05-24,Other,Low,10,5.0,Chat
TKT002744,CUST03516,2026-01-24,Cancellation,Low,4,4.0,Chat
TKT002745,CUST03518,2026-02-04,Technical,Medium,10,5.0,Chat
TKT002746,CUST03518,2026-03-13,Plan Change,Medium,2,3.0,Email
TKT002747,CUST03521,2026-05-30,Plan Change,Medium,1,3.0,Phone
TKT002748,CUST03521,2026-02-12,Other,Low,3,4.0,Email
TKT002749,CUST03521,2026-03-29,Technical,Medium,2,5.0,App
TKT002750,CUST03526,2026-03-08,Connectivity,Low,5,3.0,Chat
TKT002751,CUST03526,2025-06-04,Connectivity,Low,2,3.0,Email
TKT002752,CUST03526,2024-10-01,Technical,Low,8,4.0,Phone
TKT002753,CUST03527,2025-10-18,Technical,High,3,3.0,App
TKT002754,CUST03529,2026-02-23,Plan Change,Medium,5,3.0,Chat
TKT002755,CUST03532,2025-12-12,Connectivity,Low,4,4.0,Phone
